text,label,predict_prob,sim_label,predict_label
"Gấm Eli Hồng chắc chồng tụi mình đang bận đi học thôi, lạc quan lên",0.0,0.0014873113250359893,0,0
"Mỹ An chị ơi, đợi bé 2k2 hăm chị ơii",0.6189681955686371,0.0013644197024405003,1,0
Lan Anh có khi chồng e đang chuẩn bị bế giảng 😂,0.6189681955686371,0.0017751347040757537,1,0
Võ Ngân c thấy cưng đợi làm dâu Thanh Nguyệt cũng ok :))),0.0,0.0013615133939310908,0,0
Thùy Linh mày 1998 ck m chắc 2k4,0.3094840977843185,0.0035306985955685377,0,0
Hà Phương dun dê ơi,0.3094840977843185,0.37537187337875366,0,0
Chan Chan c gái ruột oiii,0.6189681955686371,0.0014226604253053665,1,0
Ái Quỳnh chắc đang là sv á e,0.9284522933529556,0.4983309507369995,1,0
Anita Huynh,0.0,0.0014632702805101871,0,0
Vũ Ngọc Phương Linh,0.0,0.0023044245317578316,0,0
Trân Nguyễn,0.0,0.0014246600912883878,0,0
Giang Nguyen🤣🤣🤣,0.3094840977843185,0.7614412307739258,0,1
Kém tuổi cũng có cái hay. Ví dụ như bạn nữ kia hơn cậu này 6t. 😀😀Đến năm 35 40 hồi xuân thì chồng mới có 29 34 vẫn khoẻ đáp ứng tốt hạnh phúc viên mãn. Chứ lấy thằng hơn 10t lúc mình 40 nó 50 yếu rồi lại bực 🐧🐧,0.0,0.6379788517951965,0,1
cảm ơn anh vì Nghe MV của anh ! mà ô bạn em bị liệt lâu năm đã khỏi hẳn vì nó đã cố đứng dậy tắt Loa,1.2379363911372745,0.0014708996750414371,1,0
Mv nịnh vợ không thành công lắm,0.6189681955686371,0.0014151675859466195,1,0
"Giờ có kiểu mang vợ vào làm MV hay phết nhỉ, ngày trước các ca khúc lâu rồi nghe lại vẫn hay bây giờ có hay thế nào cũng vài tuần là mất hút",0.0,0.0016367587959393859,0,0
Vương Tống Thùy Linh Kiều Hoa che mv,0.0,0.0014667747309431434,0,0
Mong thợ hát Ruy Mặn vào cuộc :),0.6189681955686371,0.0013956883922219276,1,0
Còn hơn cả đấm vào tai,1.8569045867059115,0.9701657295227051,1,1
nghe xong ko biết cái lời bài hát là cái gì luôn🤣🤣,0.9284522933529556,0.7576398849487305,1,1
T mới vào nghe thì cảm giác nhân vật chính vừa bú đá vừa sáng tác nhạc kiểu v 🤧 nghe nó mệt vc,0.9284522933529556,0.9567662477493286,1,1
Mv đỉnh của chóp. Đúng là thuận vợ thuận chồng tát biển đông cũng cạn,1.2379363911372745,0.02841363288462162,1,0
Chưa kịp xem,0.0,0.0014569660415872931,0,0
Thì mấy ông cũng ráng nghe ủng hộ ổng đi dù gì cũng sắp tới ck c1 rồi euro tới nữa =)) ráng nịnh vợ còn có tiền mà chơi nha 🤣,1.8569045867059115,0.001770060509443283,1,0
làm MV ko Nguyễn Ngọc Như Tiên. Biết thế xưa kao đi làm ca sĩ moẹ nó rồi.,0.6189681955686371,0.9505481123924255,1,1
Triệu hồi anh thợ hát vào cuộc,0.6189681955686371,0.0013616832438856363,1,0
Nhạc đậm chất đá luôn hưng !.,0.3094840977843185,0.1390446573495865,0,0
A hợp nhạc của a mạnh thôi 😂😂,0.3094840977843185,0.0014187328051775694,0,0
Thiên Hương à lố c ơi :)),0.3094840977843185,0.965787947177887,0,1
Phạm Duy a tôi xem chưa hahaha,0.0,0.0014708996750414371,0,0
Trung Hiếu tại a hết :))). Chê cái gì :)),0.3094840977843185,0.012557975947856903,0,0
Cố gắng nghe mà không hiểu ca sĩ hát gì?,0.6189681955686371,0.03212066739797592,1,0
Nghe táo bón lm xoá là ok,0.0,0.0013970714062452316,0,0
Làm MV nịnh vợ để all in trận FA Cup nhưng lỏ vl 🐧,1.8569045867059115,0.0013999321963638067,1,0
Chưa nghe lun,0.0,0.8238353729248047,0,1
"Thế mà lão Chương tấm tắc khen: cha sanh mẹ đẻ giờ chưa khi nào Chương đc nghe bài hát nào kinh điển, quái đản như vậy😆",0.3094840977843185,0.8134052753448486,0,1
Lyric lỏ lắm a ơi ... mua bài chất lượng tí đi,0.0,0.002781545277684927,0,0
Mình thấy gỡ cũng đúng vì thấy ca khúc nghe ko lọt lỗ tai thật. Nghe mà ko rõ chữ gì luôn ak. Mặc dù rất thần tượng a. Kiếm ca khúc hay hay chút a,0.6189681955686371,0.06464068591594696,1,0
"I nhưng cái bài này nó dở thật, khum chấm đc điểm nào luôn :))",0.6189681955686371,0.0028925405349582434,1,0
Nghỉ 1 thời gian rồi làm ca khúc bưởi da xanh là đẹp. Táo vàng ko ổn thì bưởi xanh,0.0,0.0938495621085167,0,0
chưa kịp coi,0.0,0.0013824095949530602,0,0
"A này đó h hát bài nào cũng hay, mà bài MV này ko hay thật sự 😅",0.3094840977843185,0.002011467469856143,0,0
Kkkkkk ngay xua hay nghe bài tinh yêu co phai trò chơi …. Giờ thi lam điên lam khùng ….🤪,1.5474204889215928,0.9780752658843994,1,1
Nâng quả táo thì chịu nghe như đấm vào tai 🤕 nay nghe xong ốm luôn,0.0,0.009679683484137058,0,0
Vì nó k có ý nghĩa thôi còn giai điệu cũng hay mà,0.0,0.4433501064777374,0,0
Em chưa kịp coi,0.0,0.0013796056155115366,0,0
Dở thật lun dù chưa xem hết thấy có đoạn video thui mà nghe sợ ko thẩm nổi 😨😨 tự hỏi sao có thể đầu tư ra dc mv đó 🤦\u200d♀️,0.9284522933529556,0.5165868401527405,1,1
Quá yêu luôn 😍,0.0,0.0013690183404833078,0,0
Nghe chán thật 😂,0.3094840977843185,0.4364636540412903,0,0
Nghe như đb ( đá bóng ),1.5474204889215928,0.9925425052642822,1,1
Dỡ thiet nha,1.5474204889215928,0.001448242925107479,1,0
Chưa coi nữa,0.3094840977843185,0.001423874869942665,0,0
Chơi ít thôi,1.2379363911372745,0.02144518494606018,1,0
Chua kịp nghe,0.9284522933529556,0.0014468574663624167,1,0
Quả Táo Bón nghe k rặn dc 😂😂😅😅😅😅,0.3094840977843185,0.001631715800613165,0,0
"Dỡ thiệt mà, rất thích nghe Tuấn Hưng hát mà bài này nghe k nổi luôn. Hình ảnh xấu, ca từ thì k hay. Gỡ là phải rồi!",0.3094840977843185,0.0389731265604496,0,0
Tội chửi sư MT,1.2379363911372745,0.0014086718438193202,1,0
Đo Len chê nha,0.3094840977843185,0.6690607070922852,0,1
Tò mò quá!! Tui phải nghe thử mới đc,0.6189681955686371,0.0013663610443472862,1,0
Tội cho cô vợ bị TH rủ rê😀 giờ nhận được cái kết,1.2379363911372745,0.027903664857149124,1,0
Đúng rồi đó. Nhạc gì mất chất quá nghỉ mấy hôm đi chú Hưng ơi. Tìm lại bầu trời giùm con cái,1.8569045867059115,0.08772753179073334,1,0
Hỗm giờ ko thấy thợ hát đâu có khi nào cười tới hẹo luôn gùi hog!?!,0.0,0.0790528878569603,0,0
Nguyễn Như Hùng,0.6189681955686371,0.006688382942229509,1,0
Thuỳ Dương,0.9284522933529556,0.0013621553080156446,1,0
Nguyễn Kiều,0.0,0.08701523393392563,0,0
SOL Clothing,0.3094840977843185,0.0013703984441235662,0,0
Bích Phạm 🤣,0.3094840977843185,0.0014580207644030452,0,0
Minh Huyền;)),0.0,0.0013571802992373705,0,0
Mặc dù nghe như đấm vào da’i nhưng em không dám chê vì sợ anh tìm đến anh cắt gân em,1.2379363911372745,0.26897361874580383,1,0
lợn mà ổng bảo hổ,2.16638868449023,0.1452377289533615,1,0
Thì ra nó có thật :)),0.9284522933529556,0.001410490833222866,1,0
"Khổ thân, nó k thể đứng hay ngồi nên mới bị béo thế. Cười j vậy k biết :(",0.9284522933529556,0.4435289800167084,1,0
Nhìn nó ốm quá trời 😂 thương,0.3094840977843185,0.39505860209465027,0,0
K biết a Phan Bảo Long có nhận ca này k ạ 🐽,0.9284522933529556,0.0013631597394123673,1,0
Lê Hải Minh chừ ư tội con nhỏ đi ko nổi lun,1.5474204889215928,0.0691351667046547,1,0
Nó đang ăn ngon mà đưa nó đi đâu z Thi Thi Nguyen,0.3094840977843185,0.10430943220853806,0,0
Nguyễn Thị Hằng bạn kìa,0.0,0.002561200875788927,0,0
Baymax Huyền Thanh Trâm Nguyễn,0.3094840977843185,0.0014041208196431398,0,0
Zợ nè Dương Tùng Dương,0.6189681955686371,0.0016556390328332782,1,0
Rõ ràng đây là con lợn mà,2.16638868449023,0.00299648754298687,1,0
Cá thể hổ này bị béo phì hả 🤣🤣🤣,1.2379363911372745,0.18950754404067993,1,0
Lại đem vào sở thú thì hổ còn bộ sương khô.,0.6189681955686371,0.2964026927947998,1,0
Con hổ hay con heo 🐖?,1.2379363911372745,0.9365252256393433,1,1
Phú Thọ là chỗ độc ác nhất VN. Có nhiều chỗ nuôi gấu lấy mật ở đó. Sao người ở đó độc ác mà kiểu dơ bẩn thích can thiệp vào động vật vậy ta,2.7853568800588677,0.9912862181663513,1,1
Đứa nào xăm con heo dị :))),2.16638868449023,0.997328519821167,1,1
Nhắm nuôi được thì nuôi ko thì nghỉ. Để bé gầy trơ xương thế kia mà coi được :)),1.5474204889215928,0.008056970313191414,1,0
Hổ nó mà biết nói nó sẽ nói là “ Ai ghẹo dì bạn ?” Ai mướn giải cứu “,0.9284522933529556,0.9890234470367432,1,1
Lợn vằn à? Chứ hổ gì béo thế này 😅,1.5474204889215928,0.6502380967140198,1,1
Như lợn sề,2.7853568800588677,0.6675074100494385,1,1
em có con bạn có ai giải cứu đc ko ạ,0.3094840977843185,0.44660258293151855,0,0
Đứa nào xăm lên da con 🐖 vậy 🤧,2.16638868449023,0.35576704144477844,1,0
Sao nó lại bị béo thế kia????,0.6189681955686371,0.7658595442771912,1,1
Sao xệ dạ 🤭,1.5474204889215928,0.9612133502960205,1,1
Hoàng Thanh hổ béo 200kg lận mình béo có 1-2kg chắc k sao,0.9284522933529556,0.0044593848288059235,1,0
Ngãi heo không chừa loài nào,2.16638868449023,0.973917543888092,1,1
Con hẻo nè,1.5474204889215928,0.8917029500007629,1,1
Giang Hương hổ cũng bị lợn nhập🤣,0.3094840977843185,0.11210586130619049,0,0
"""Lê Tuấn Quân cu ho nhanh lennn no sap chet doi' roii""",0.9284522933529556,0.9305418729782104,1,1
Quang Minh AT a thấy chưa hổ còn béo phì nữa kìa,1.2379363911372745,0.0013780888402834535,1,0
Phùng Cao Nguyên,0.0,0.001378644141368568,0,0
Phương Nguyễn,0.6189681955686371,0.20138104259967804,1,0
Nguyên Mai,0.6189681955686371,0.001398760825395584,1,0
Lê Minh Thuận tận 200kg,0.0,0.0015854737721383572,0,0
Vân Anh Heavenly,0.6189681955686371,0.001407982548698783,1,0
Nguyễn Toàn,0.0,0.10069672763347626,0,0
Nhà cũng có con sư tử k vằn nhưng cân nặng tương đương cần dc bế đi ạ 🤣,1.2379363911372745,0.8008183240890503,1,1
Shop mình có đồ xinh ạ 🛒,0.0,0.0014079074608162045,0,0
Hổ lợn mà :)),1.5474204889215928,0.4514777362346649,1,0
Xem những tips hỗ trợ giảm cân cực nhanh cập nhật hàng tuần tại #giammoslw 🤔 🏓 🍇,0.6189681955686371,0.0014405854744836688,1,0
"Con này bị béo phì, nặng mỡ chứ ko nặng cơ hay sao ý chứ. 200kg mà béo phì dữ vậy",0.9284522933529556,0.03908056393265724,1,0
Ác dữ vậy trời 😡,1.2379363911372745,0.9819543361663818,1,1
"Cả năm được có 1 mùa, chăm bẵm muốn tàn canh gió lạnh, còng lưng ra. Rồi chưa được gì đã gặp bọn phá hoại, đúng ng ăn tàn phá hại ganh ghét ganh tị nhà ng khác. Nghĩ sướng lắm hay gì ngta cũng phải làm lụng cực lắm mới được mà tụi bây tàn ác vậy",0.9284522933529556,0.8130795955657959,1,1
Tàn ác thấy nta có cái ganh muôn đời ngốc đầu kh nỗi 😏,3.0948409778431856,0.9967100620269775,1,1
Ác dị trời,0.6189681955686371,0.8343982696533203,1,1
thằng dở ng nó rảnh hơi trèo chặt 1600 quả đúng nể hẳn..,2.16638868449023,0.8570679426193237,1,1
Ác nhơn vậy,1.2379363911372745,0.9617589712142944,1,1
Khốn nạn thế kb,1.8569045867059115,0.928858757019043,1,1
Quy tội hình sự lièn,2.4758727822745485,0.3003079891204834,1,0
Khổ ai ác quá,3.4043250756275043,0.9914987683296204,1,1
Khốn nạn thật 😤,0.9284522933529556,0.9532265663146973,1,1
"Ác qua , thoi điem nay sao con gieo oan nghiệt lam chi vay, lo tu tâm hương thiên đe cuộc đoi dc an yên",1.2379363911372745,0.0014402164379134774,1,0
Mới đọc trên này xong,0.6189681955686371,0.0014420911902561784,1,0
"Báo công an đi chứ , bao công sức tiền của mồ hôi của người ta , thất đức !",1.8569045867059115,0.35220596194267273,1,0
"Thực ra chắc có xích mích gì đấy, chứ mà bỏ công đi cắt sạch sầu riêng của ng ta thì phải có động cơ hoặc tức dữ lắm. T",0.9284522933529556,0.4748326241970062,1,0
Sao ăn gì mà ác quá thế,1.5474204889215928,0.9715884327888489,1,1
Sống ác kiểu này thì trả bio mới hết nghiệp đc,3.0948409778431856,0.9363752007484436,1,1
"Theo kinh nghiệm làm thám tử 20 năm của mình, chắc do đối thủ cạnh tranh thù ghét thuê người làm rồi 😃",3.4043250756275043,0.0017240255838260055,1,0
Đứa nào sống khốn nạn quá vậy? 😓😓😓,0.6189681955686371,0.9976498484611511,1,1
"Sao là ác ôn vậy chèn, đã tội chưa",2.7853568800588677,0.9762281179428101,1,1
"Làm không lo làm, lo đi phá của người khác",1.5474204889215928,0.001363774063065648,1,0
Tiểu nhân !,2.4758727822745485,0.2852945923805237,1,0
Quá ác ôn. Ngta làm cực khổ bao nhiêu năm mới có 1 vụ thu hoặch vậy mà lỡ lòng nào.... nghiệp quá nghiệp,1.2379363911372745,0.9684014320373535,1,1
Mong chính quyền bắt những kẻ phá hoại tài sản của người khác.,3.713809173411823,0.9911563396453857,1,1
Đời sao lại có người khốn nạn vậy,3.0948409778431856,0.9729308485984802,1,1
Ác quá trời ơi.Bao nhiêu công sức tiền bạc trông chờ hết vào nó😥😥,1.2379363911372745,0.9942681789398193,1,1
Sao mà ác vậy trời,2.4758727822745485,0.9729203581809998,1,1
Tại sao lại có người tâm địa thế nhỉ,2.16638868449023,0.814459502696991,1,1
Ác thiệt chứ,0.9284522933529556,0.8860748410224915,1,1
Ác quá bây ôi,0.6189681955686371,0.899580717086792,1,1
Ác ôn vậy trời,0.6189681955686371,0.04594467952847481,1,0
Ác tnay mà cũng sống dc à,0.3094840977843185,0.0013892038259655237,0,0
Sao mà ác thế,2.16638868449023,0.9832135438919067,1,1
Sao mà ác quá,2.16638868449023,0.9936025738716125,1,1
5-600 triệu chứ đùa.. thứ thất đức thật sự,1.2379363911372745,0.0013756825355812907,1,0
Ác độc vậy chời,0.6189681955686371,0.9671492576599121,1,1
Sao ác thế chứ nhỉ,1.2379363911372745,0.9925590753555298,1,1
Sao ác quá,1.2379363911372745,0.9961516261100769,1,1
T ns k có cái ác nào như cái áo này t ghét ghê,2.4758727822745485,0.8833451867103577,1,1
Mai Tuấn Chung,0.3094840977843185,0.002019366482272744,0,0
Bọn đểu thế nhờ,0.9284522933529556,0.013043525628745556,1,0
Quá khonnan rồi,1.2379363911372745,0.4086296558380127,1,0
"Chị biết nhà ni không Cẩm Nhung, thôn 8 Eahu",0.0,0.0015127084916457534,0,0
"Khốn nạn thật , bao nhiêu công sức của ng ta mà...🤦\u200d♂️",1.8569045867059115,0.3229115903377533,1,0
phá như quỷ dậy á,1.8569045867059115,0.6913459897041321,1,1
Ac qua ban oi,0.9284522933529556,0.001431755837984383,1,0
Công an tìm ra ngay ý mà,0.0,0.001966791693121195,0,0
Chắc hàng xóm ghanh ghét nhau đây mà,2.4758727822745485,0.1435130387544632,1,0
Ủa gia đinh bữa đó đo du lịch,0.0,0.34819695353507996,0,0
Nguyễn Ngọc Thiên mấy thằng này chết k có chỗ chôn nè :)),0.3094840977843185,0.809073805809021,0,1
Sống á..c đức mai mốt nghiệp quậy thí bà nha con,0.9284522933529556,0.011967940255999565,1,0
Vũ HươngLinh Thùy Lê cạnh tranh ghê vậy,0.9284522933529556,0.02375219389796257,1,0
Troi se co mat day qha cua nguoi fA o hay dau nhe se bi qua bao fhoi,1.2379363911372745,0.9960158467292786,1,1
c.a ko bắt hã,2.16638868449023,0.002975059673190117,1,0
Ác như con thú,2.4758727822745485,0.991908073425293,1,1
ai ác vậy trời con người gian manh quá,4.023293271196142,0.9938042163848877,1,1
Đúng ác hơn quỷ,3.4043250756275043,0.8903547525405884,1,1
Giờ mới biết làm nông ngoài cực khổ ra còn phải đi canh chừng cái lũ mất dạy này nữa :) riết h VN toàn yêu ma quỷ quái,3.713809173411823,0.8266302943229675,1,1
"CA vào cuộc thì cái 1, cho nó đi tù vài năm cho tởn",1.5474204889215928,0.9246920347213745,1,1
Trần Thế Lộc,0.3094840977843185,0.0014141423162072897,0,0
Trương Tiên,0.3094840977843185,0.00830203015357256,0,0
"Cạnh tranh lành mạnh đi, chứ làm vầy thất đức lắm",2.7853568800588677,0.0018096122657880187,1,0
Chắc có thù hằn sâu đậm hay nợ gì r. Lần này bọn nó cắt trái. K chừng lần sau là dạt vỏ. Haiz…..!,2.4758727822745485,0.9303505420684814,1,1
Tui sẽ coi như đó là ảnh cưới thật chứ không phải phim,0.6189681955686371,0.0013614291092380881,1,0
Thuy Anh Nguyen,0.3094840977843185,0.001464201370254159,0,0
Máy Trợ Thính Cao Cấp Chính Hãng - Axon,0.0,0.07426555454730988,0,0
tội em bé vậy 😔,2.7853568800588677,0.0014195516705513,1,0
Bắt ong thì bắt ban đêm chứ nhề,1.5474204889215928,0.010496610775589943,1,0
Làm những thứ có dính líu tới môi trường nói chung thì hãy lưu tâm nhiều hơn với trách nhiệm nha 🫤🫤🫤 xin lỗi nói thì dễ nhưng làm thì khó,1.8569045867059115,0.11928118765354156,1,0
"Trần đời ai oán, Hải phòng là ko thèm lòng vòng … 😜 😛",0.3094840977843185,0.0013801049208268523,0,0
"Moẹ mới bị 1 con đốt đã tê tái r, đây cả đàn bay ra thì k biết thế nào luôn",2.16638868449023,0.45193374156951904,1,0
hội ong này ko cung biết phân biệt thù và bạn hic Vũ Đức Hùng,1.5474204889215928,0.0014583374140784144,1,0
"Phá làm gì, để nó ở mấy tháng nó tự bỏ đi mà",2.7853568800588677,0.7489070296287537,1,1
chỉ ai bị ong chích rồi mới hiểu cảm giác hắn đau đớn như nào á huhu,0.9284522933529556,0.6542271375656128,1,1
Khoan… chị ong nâu nâu nghe e giải thích đã 🥲🥲🥲,0.9284522933529556,0.01202226523309946,1,0
chi phí phát sinh tiền viện phí 50tr Anhbạnà KevJose,0.6189681955686371,0.0015935237752273679,1,0
Do Nhu Ngoc Nguyễn Phương Lan cái the shine hồi cuối năm này chị🤣,0.6189681955686371,0.0013874202268198133,1,0
Nguyễn Tùng Dương Blackmoon sếp bị chích k? 🤣,0.6189681955686371,0.0014100369298830628,1,0
Kiện cái Ks,1.2379363911372745,0.0013483845395967364,1,0
Bùi Công Hoán trình độ bắt ong quá yếu kém e nhỉ,0.9284522933529556,0.003919253591448069,1,0
"Nên để biển cảnh báo ở dưới hoặc có người đứng đó. Hơi thiếu trách nhiệm, chủ quan",0.9284522933529556,0.7073540091514587,1,1
Rồi mắc cười chỗ nào mà có mấy cái icon cười ha ha vậy...hay lại kêu là auto nữa...nghe chứ em nhỏ lịm đi trong vòng tay mẹ mà xót xa vô cùng,1.8569045867059115,0.0014836547197774053,1,0
Đúng với câu “hoạ từ trên trời rơi xuống “ Khổ thân em bé nhỏ bị ong đốt 😥,2.7853568800588677,0.04377543553709984,1,0
"Việt Nam mình là chúa làm liều, những thứ như an toàn lao động hay giảm thiểu rủi ro chưa bao giờ dc coi trọng cả",0.6189681955686371,0.0013912016293033957,1,0
Cái này buồn cười lắm hả mng?,0.0,0.0013878457248210907,0,0
Báo quá báo,1.2379363911372745,0.38692349195480347,1,0
Làm ăn như cc,2.7853568800588677,0.9954166412353516,1,1
Ong Hải Phòng,0.6189681955686371,0.06361675262451172,1,0
Tội em nhỏ,1.5474204889215928,0.0013865246437489986,1,0
Lần sau gọi Cám Heo 🥲,0.6189681955686371,0.4114617109298706,1,0
Nguyễn Như Ngọc,0.9284522933529556,0.008440329693257809,1,0
Oan oan tương báo bao giờ hết,0.6189681955686371,0.0014759099576622248,1,0
Viễn Thông,0.3094840977843185,0.002997063333168626,0,0
Bùi Bích Phượng máu khum,1.8569045867059115,0.7659645676612854,1,1
Nguyễn Yến,0.0,0.0014180708676576614,0,0
Lê Trung Hiếu sao đ phá đêm lại đi phá sáng nhỉ,0.9284522933529556,0.2316761016845703,1,0
Nguyễn Huỳnh khi Sơn ra tay,0.3094840977843185,0.03972518444061279,0,0
F88 02 Trần Hưng Đạo,0.0,0.001390910241752863,0,0
Trịnh Quốc Long,0.9284522933529556,0.00802334863692522,1,0
Linh Anh =)))),0.3094840977843185,0.0013555281329900026,0,0
Nguyễn Thanh,0.3094840977843185,0.09398683160543442,0,0
vào trang mình nhiều túi xinh,0.6189681955686371,0.0013553873868659139,1,0
Làm ăn như cc😆,0.9284522933529556,0.994360625743866,1,1
Máy Trợ Thính - Hạnh Phúc.,0.6189681955686371,0.49318927526474,1,0
Nỗi lo cân nặng của các bạn NAM sẽ được “Đập tan” trong 1 nốt nhạc: Giảm ngay 6-8KG. Thông tin ở: facebook.com/\nThuocgiammo.NewL\nishou/ 🙁 ⛑ 🍴,0.6189681955686371,0.0013712026411667466,1,0
"Chuyện nayd có gì đáng cười sao 😢. Ong đốt nguy hiểm vl ấy, ngày bé bị đốt mà giờ t vẫn còn cái cục đó đây này",1.2379363911372745,0.9261099100112915,1,1
Đíu hiểu sao cười sc,0.3094840977843185,0.0013770668301731348,0,0
Trai đẹp đã hiếm mà chúng ló lại cứ lo tìm hiểu lẫn nhau thế này 🤣🤣,0.9284522933529556,0.9222708940505981,1,1
Trai đẹp jo iu nhau hết goy,0.0,0.0014936968218535185,0,0
Trai đẹp no iu nhau hết rồi bây ơi bây 🙄,0.6189681955686371,0.28348252177238464,1,0
Giờ trai đẹp đã hiếm thì chớ chúng còn yêu nhau mới đau 😀,0.3094840977843185,0.0013610608875751495,0,0
Ai r cũng sẽ iu người cùng giới cả thôi ☺️☺️,0.0,0.0014375390019267797,0,0
Phạm Văn Toàn đó e. Gym 6 múi kìa 😂,1.5474204889215928,0.0013941301731392741,1,0
Chúng ta đã loại đc 2 đối thủ nặng ký,1.2379363911372745,0.062246061861515045,1,0
"trai đẹp iu nhau, gái đẹp cũng iu nhau, có đứa xấu xấu như mềnh thì lấy ck dc thoai😂😂",0.3094840977843185,0.00661515211686492,0,0
Đã xác định từ đầu k phải nam thì đừng tham gia thi Nam Vương chứ. Nhưng nếu sau này mới phát hiện ra giới tính thì k trách đc.,1.5474204889215928,0.0016897129826247692,1,0
Cũng đẹp đôi 🤣,0.0,0.0015674192691221833,0,0
Dầu ăn tài trợ chương trình này,0.6189681955686371,0.6929047107696533,1,1
"Thế này mà ngày xưa Thánh Cô Cô Bóc lại bảo Ngọc Tình húp P Chà Neo, N Đì O :))",1.2379363911372745,0.28553393483161926,1,0
Được bớt đối thủ r ae ơi 🤣,0.6189681955686371,0.0014091749908402562,1,0
Huỳnh Lan nhìn cơ bắp sợ bay ơi bay,1.5474204889215928,0.0014041622634977102,1,0
Minh Thu giờ vậy ko đó 😭,0.0,0.00431609945371747,0,0
Nguyễn Vũ Linh,0.0,0.001936216140165925,0,0
Ngô Hà Linh bảo sao càng ngày càng khó tìm ny :)),0.0,0.0013646145816892385,0,0
Mai Ngọc 6 múi của em =]],0.6189681955686371,0.0014679569285362959,1,0
Thái Phương Thanh hỉu gòi hen cưng...,0.3094840977843185,0.15994620323181152,0,0
Mất niềm tin vào mấy ông cơ bắp thế nhỉ😂,0.3094840977843185,0.8030478954315186,0,1
Cái lùm mía tụi nó,1.2379363911372745,0.9040936827659607,1,1
Vừa đẹp vừa giàu lại đi yêu nhao😌,1.2379363911372745,0.002696283860132098,1,0
Tiêu chuẩn của Nam\nVương ko cần chuẩn giới tính hả mọi người,1.2379363911372745,0.0013610776513814926,1,0
"Các c e cứ mê đẹp troai khoai to chưa chắc c ,e nào Sài đc🤭",1.2379363911372745,0.0015966857317835093,1,0
Mé tập gym cho lắm vào xong 😂,0.6189681955686371,0.003491330426186323,1,0
Có khi nào làm việc chung r nảy sinh tình cảm đồng nghiệp thôi ko?,0.9284522933529556,0.0013553538592532277,1,0
"Nam vương và á vương, họ đẹp quá nên khum con bánh bèo nào làm họ động lòng",1.2379363911372745,0.07831305265426636,1,0
"Trai đẹp đã ít , thế mà chúng nó còn yêu nhau nữa 😂",0.3094840977843185,0.49139949679374695,0,0
Đàn ông đẹp đã ít\nMà chúng nó toàn iunhau thế lày,1.2379363911372745,0.9491899013519287,1,1
Ủa trai giờ yêu nhau lắm vậy. Bộ làm trai thẳng khó thế,1.5474204889215928,0.00140458217356354,1,0
Trai đẹp đã ít lại còn iu nhau 🤣,0.9284522933529556,0.0014268732629716396,1,0
Dời ơi\nBảo sao e tui ế\nVì trai đẹp họ toàn yêu nhau,0.3094840977843185,0.001449117437005043,0,0
